MPID,name.x,constituency,Hluttaw,committee.x,position,
LWMP-02-0146,ဦးမင်းကိုကို,သာစည်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0267,ဦးခွန်အောင်ကျော်,ဟိုပုံးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0053,ဒေါ်ချိုချို,အုတ်တွင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဘဏ်များနှင့်ငွေကြေးဆိုင်ရာ ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
,ဒုတိယဗိုလ်မှူးကြီးခင်မောင်ဆွေ,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0187,ဦးဝင်းသိန်းဇော်,ဆားလင်းကြီးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0008,ဦးအုန်းလွင်,ညောင်တုန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0281,ဦးသန့်ဇင်ထွန်း,ဒက္ခိဏသီရိမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0040,ဦးအေးမင်းအောင်(ခ)ဦးမင်းမင်း,ပေါင်းတည်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0236,ဦးဖိုးမောင်,ဖယ်ခုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0013,ဦးဝင်းထွဋ်,ဖျာပုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0042,ဦးသန်းညွန့်,ဖြူးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0196,ဦးကျော်စိုး,ဗန်းမောက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0273,ဦးနေလင်းထွန်း,ဘုတ်ပြင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0137,ဦးသက်လွင်(ခ)ပေါခင်,မြင်းခြံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0116,ဦးအောင်ခင်ဝင်း,မြိုင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0323,ဦးအောင်ကျော်ကျော်ဦး,လှိုင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0145,ဒေါက်တာအောင်နိုင်,သပိတ်ကျင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0063,ဦးနှီယာအုပ်,ဟားခါးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ရင်းနှီးမြှပ်နှံမှုနှင့် စက်မှုလက်မှုဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
,ဒုတိယဗိုလ်မှူးကြီးမြဦး,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0287,ဦးနေမျိုးထက်,ကျောက်တံတားမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0180,ဦးသန်းထွန်းမြင့်,ကလေးဝမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0220,ဦးလီကျိန်းဖူ(ခ)မြင့်ဆွေ,ကုန်းကြမ်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0127,ဒေါက်တာဇော်ဝင်းမြင့်,စဥ့်ကူးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0224,ဦးဌေးဝင်း,တာချီလိတ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0197,ဦးမြင့်ဟန်ထွန်း,ဘုတလင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0111,ဦးမြင့်ဦး,မကွေးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0115,ဦးသာအောင်,မြို့သစ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0139,ဦးလှထွန်းအောင်(ခ)ဦးမောင်မောင်,မလှိုင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0047,ဦးကြည်မိုးနိုင်,ရေတာရှည်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0157,ဦးဉာဏ်ဟိန်း,သံဖြူဇရပ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0025,ဦးအေးဝင်း,အင်္ဂပူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0147,ဦးစိုးမြင့်(ခ)ဦးအောင်ဇော်မြင့်,အမရပူရမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် လျှပ်စစ်နှင့် စွမ်းအင်ဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အတွင်းရေးမှူး,
